Company Number,Company Name,Mismatch Type,Severity,Document,Expected,Found,Confidence,Message
00912182,MOTOROLA SOLUTIONS UK LIMITED,names_in_filings_missing_from_overview,high,,,,,Found 1 name(s) in filing history documents that do NOT appear in the overview/searchable name history section.\n\n=== NAMES IN FILING HISTORY (should be in overview) ===\n\n1. TEST COMPANY LIMITED\n   Found in document(s):\n   - test_document.pdf (incorporation)\n\n=== NAMES IN OVERVIEW SECTION ===\n1. MOTOROLA LIMITED\n2. MOTOROLA SOLUTIONS UK LIMITED\n\n⚠️ ISSUE: The names shown above exist in incorporation/name change/re-registration filings but are NOT registered in the searchable name history section.
